feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,valor_previsto
0.05517063787146392,0.21411098228613354,0.291732725378309,1.5161161803550431,1.1966271208272423,-0.0006084823222894505,0.4891305566492876,-1.5075529446334208,93.80125572102916
-0.24770719843449732,0.3408645992482214,1.9008318150657448,-0.7668695251179117,-1.1427906949964008,0.03990669451976115,-0.35990553718324825,-1.7849439691918576,-215.99120606139698
0.028320263677764197,1.027959002257798,-0.23731223419521827,0.6232358966388174,-1.0152923742498159,0.42136025430670854,-0.3920477826671146,1.6371217900017057,87.33941956762867
1.3441056937544549,-0.10619937177418337,-0.22252208025806164,0.17766099646898928,1.2329093740618797,0.4745838196939445,1.136534855774768,-0.17260324761682247,161.66113245618212
-0.5836255854546498,-1.2972115391662733,-0.08155079508977878,-0.611730036418545,0.3707055671155837,-1.3473432191594377,0.16013489698287253,0.22775392125883576,-50.823374193313484
0.3548565402577775,-0.4143867161090352,-1.508848683629496,-0.44721073654455185,-0.27424350847644696,-0.5076678492097068,0.5104399780009937,-0.278464713718385,-27.877953273104872
0.021222650834258405,-0.21224430983993056,1.3914579669559421,1.3967601773984912,0.07758538948639096,-0.9345938948984711,0.03277363755578143,0.4449683153761758,104.78346841250337
1.8188985322003248,-0.23823367505561752,0.29523257504060313,-2.304211935943967,0.13674664739923068,1.177184963184339,-0.41051848272973,-0.3610092232525697,-136.32926296119876
-0.032185950944282664,0.6349628736125502,0.10654467643437403,-1.6865702430814355,-0.1890579208523746,0.08547725034829733,-0.02816690844955293,-0.7683234936966282,-163.12365633224306
-1.185921599186856,-0.6650459180031121,1.1888062411931566,0.46215409605967733,-1.8537322412191233,0.18291456362025593,-0.8557425799515072,-0.10919309450055267,-122.68714365784666
1.176637548616744,0.0019129360209939365,0.9278194561160589,0.7992027192421421,-0.2395494568848382,1.4625303826914446,-0.06093951178599691,0.3638913621500538,92.91458226370598
-0.817581586777691,-1.3550860657750061,-0.45662878572190524,2.485313924533686,-0.7202785765879318,-1.0550207553771844,0.06900350073706138,0.1361246340758442,84.06610345298242
0.3970466698823999,0.6091355190535136,0.46425123812300356,-0.31267716965327597,0.39537368118566585,0.9316659668680948,0.5724453061551018,-0.795988910008754,23.83428413792678
1.7470591445535142,0.03474123353902422,0.8873089624597463,0.2557842523263653,-0.4027572899064173,-0.530010758779966,-1.7971436676291046,0.6250767970040728,-126.5024133874982
0.14405223152649677,-1.2463294777484246,0.928851246050224,0.8317331383481771,0.7718504858067948,-0.3456536566056691,0.03796372821063529,-0.19048569780510585,31.56061991244021
-0.09362131907061147,-0.47869638100794565,2.096161276050951,0.4855939200440023,0.017414248998230967,0.9078606377044912,-1.1536593514265687,-0.8715105943331573,-112.12520580014024
-0.4873399260391653,0.6069137102870481,1.5686819188413577,0.15278236710023552,0.6273726701874223,-0.0013300780263234102,0.6918418040088565,1.6019007847698716,194.23205079484012
-0.05305199192510611,0.027487633360812797,-0.8590773163652565,0.697182620792853,0.20327622105746257,-0.3908882671723887,0.7504698619350948,-1.1071832698817605,27.197835834152528
0.4408798982374823,-1.0650175492146408,1.8079328389524703,-1.229318020812504,-0.0020973173829448243,1.473879290506746,-0.940332187509568,-0.20861723663787313,-140.3422499786517
0.35116546762708406,-0.18667896231344497,1.1218615047942522,-1.2165808041357096,-0.27131497806829746,0.34166023195262635,0.7290636450023644,-1.1215301474250274,-95.57512571561915
-0.46812453379619046,-1.7357339369476272,0.11106747319563266,-0.8030845807190595,-0.035316859594895715,0.7463732418253723,2.4417885853297707,-0.9220530471774268,85.47777063396852
-0.8059917310594155,1.0306598082415594,-0.0115150880766451,0.4090649383340571,-1.3223474346832955,-0.526555133136702,1.0947985022273252,0.6666278834568907,94.08305291390194
-1.0147567306928669,-0.20358036010236177,-0.3791277409874871,0.03408346825922607,-1.2239402667622565,-0.6492775450660071,-0.5816809139486437,-0.7699732310586418,-127.11850476326346
1.8991853208368699,1.079277692746526,-0.7784915651183486,-0.2804382811661415,-1.7316575239726546,-0.852888043886751,-0.05105441276005814,0.7892224990604728,2.191781914207212
-0.04122074336811748,-0.3303634624936311,1.1379101748045837,-0.6405142243559804,0.13008693626173806,2.1270045388929955,0.9353498192747322,0.4198746227917677,149.78923975993428
0.019290880373942807,-1.6037294750298954,0.4331840672715426,1.8752253884833885,0.34355457703993575,-0.02230853891243119,-1.4439289224922272,0.10451403607582113,-18.98874201758213
0.31965182591897723,1.192507512477975,0.6802161054504494,0.34767648353833636,-0.08152267310164589,-0.5041798310076715,-1.7785875840065168,-0.4872285641135523,-186.44820934717745
