feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,target
3.3166904778695736,-2.02967444022606,2.3556289690884733,-0.2158294300943997,-1.4192786996459645,0.9141093920423181,-5.980684819235483,1.518091812005666,-0.04254028842578179,-3.397662219910385,0
4.161929653614911,-3.8985584437547796,0.17458827752600908,-0.0912207299953881,-1.3601845713780738,-0.6069681732382641,-4.648657168164119,-2.4547769088769336,-0.6676882828147466,-0.6292401743173214,0
-0.47750889907607935,3.103860075421551,2.6948223321955105,1.5623270109994887,4.191340621024867,1.2301898966901859,3.4916430083592087,0.8273464203860355,0.6353117835820689,-2.5930352361456865,0
-1.8949896626163167,2.218811004115151,-0.06283447474147266,-2.4959236937682063,-1.7380070042803126,-1.2564672148392781,-1.8420874280383952,1.6682278992695796,0.49479478432850976,-0.9940834572416674,0
1.0609476339368669,-0.6260439578668422,-0.7931029159474979,0.23064214442344166,2.636885742509355,-0.12858800969843598,1.756073515501281,-0.7742381554289794,-1.7723990108582852,0.7948341640350352,0
-0.49732448950759156,1.160588683321806,-1.3716260698570923,0.1326402582252868,1.5560434878889824,2.8482888411856013,-0.27515361916970754,1.2317854518220628,-0.07390739771096427,-1.4354926031348976,0
3.786010550897574,-1.2919926866654448,1.0270789379614798,0.9070635001168581,2.106804376497469,-0.5627076282713406,-1.7218806859937168,2.5115365432244214,-0.27634564506213244,-3.1938609817235024,0
-2.998253113273896,2.116088613974152,0.0806672587862179,-0.3714941786590159,2.5952545919323082,0.37599532011911174,5.083843919388015,0.6579576031179875,-0.4074380751361637,2.5880784033136583,1
-0.10325109057516127,-0.18458332902394303,0.6032003423308876,0.7643423203733319,-3.846012452933568,-0.012996165471628074,-2.74156994764774,-1.1456047699433327,-0.012713547711493566,-1.3790414268253914,0
-3.8315244249631273,1.0567372809991005,0.2151404628615487,-2.5598700887788626,-4.641188630594014,1.2731731804255673,-2.8166153871885653,1.597126672895874,0.4692137015993424,1.5234157063546796,0
0.5836812697094721,-0.05917828663233615,0.36038427038837106,0.1004462051995314,2.552294515030977,0.9339881178621852,1.1332935250887983,0.4623075159809297,1.396907532065686,0.0597934836106957,0
-1.4614725986301778,1.0746538851886052,1.5029565872574153,-2.7749163624384856,0.37610978155725183,-2.0586979295303385,0.6527296052529783,0.5429801178456659,-0.37498601027326617,1.6649115458024615,0
-1.8708740196012716,1.1839934289623373,-0.07139256955863768,-3.0911658830095075,-3.4123558083873506,0.6094826912226845,-4.4894139108559274,-0.9648743621262044,-0.6879024189448028,-0.4777431106025446,0
3.032785021255657,-1.048787141841112,-0.34705715501187273,-0.14349976135074383,0.10493801055298446,-1.3819943636649688,-2.836901292119351,-2.3185673391322075,1.625545687299529,-2.2613334154772406,0
5.004064850314258,-3.415053737715392,-0.5054976982602105,2.0116600970396146,-0.7059053709475914,-1.3513562714735743,-3.0054446201163736,-4.497884663791497,0.8012400360243159,-1.9260798411080127,0
7.288206149000915,-4.572114431398261,0.7682538372578852,-1.774649175847355,2.058216821192412,-2.78431090234029,-5.582250650962436,-3.1898410564622024,-1.9614555620403007,-1.799818549725935,0
2.300227639882101,-1.327467968069707,0.8238943537007667,2.151965851651126,-0.7650742880407648,1.1044891221935347,-2.196318647796459,1.3371137013125702,-0.7542179562565453,-2.729896293170583,0
2.2742752648216213,0.1874042371213589,0.9432203814756326,1.6728298380580262,2.940952085137948,-0.31560081797310047,0.9849817092435786,2.372625321926545,-0.5253964523402401,-2.7795004452305667,0
6.1390023181561295,-2.641737919310658,0.09665391668743983,0.9601187501607231,0.4047804422188397,-2.682487646607025,-4.483978915647034,0.31033112504931126,0.9916136605408773,-4.602331054441182,0
1.0717590631161829,-0.5658722387267581,0.39199028512454465,-0.22336647489681893,-0.721847895985519,-1.3855940788591472,-1.1825106861423198,-1.068956680510109,0.23143377032956827,-0.5146667518182758,0
